secFrom	langTo	prob	count	rank
NBAスタッツ	Références	0.0729595348238945	6	3.0
NBA個人成績	Clubs successifs	0.909229040145874	8	1.0
NBA個人成績	Statistiques	0.8923773765563965	14	2.0
NBA個人成績	Salaires	0.8776993751525879	6	3.0
NBA個人成績	Biographie	0.7534480690956116	30	4.0
NBA個人成績	Palmarès	0.741093635559082	24	5.0
NHK紅白歌合戦出場歴	Notes et références	0.11988066136837006	27	1.0
NHK紅白歌合戦出場歴	Discographie	0.09963655471801758	30	2.0
NHK紅白歌合戦出場歴	Liens externes	0.07576047629117966	12	3.0
NHK紅白歌合戦出場歴	Filmographie	0.045707739889621735	9	4.0
NHK紅白歌合戦出場歴	Biographie	0.04044786095619202	31	5.0
O	N	0.3643398880958557	9	1.0
O	L	0.3319165110588074	8	2.0
O	K	0.32308685779571533	8	3.0
O	C	0.275308758020401	8	4.0
O	H	0.23417113721370697	7	5.0
OAD	Manga	0.7451484203338623	6	1.0
OAD	Anime	0.43789219856262207	6	2.0
OVA	Anime	0.8451979160308838	36	1.0
OVA	Manga	0.745407223701477	40	2.0
OVA	Adaptations	0.3225982189178467	8	3.0
OVA	Notes et références	0.25991854071617126	29	4.0
OVA	Personnages	0.23905491828918457	62	5.0
OVA版	Synopsis	0.06387674808502197	10	1.0
P	P	0.9738125205039978	8	1.0
P	C	0.25634264945983887	8	2.0
P	L	0.23358163237571716	8	3.0
P	O	0.1866261512041092	9	4.0
P	N	0.1846969723701477	9	5.0
PlayStation 2版	Système de jeu	0.8742415308952332	6	1.0
R	R	0.9886459112167358	7	1.0
R	O	0.3986653685569763	7	2.0
R	C	0.309271901845932	7	3.0
R	P	0.2782551348209381	6	4.0
R	L	0.2752976715564728	7	5.0
RFC	Notes et références	0.6724326610565186	6	1.0
References	Notes et références	0.9978843331336975	33	1.0
References	Bibliographie	0.993311882019043	8	2.0
References	Liens externes	0.990761935710907	7	3.0
References	Géographie	0.7097532153129578	6	4.0
References	Biographie	0.09110571444034576	24	5.0
S	S	0.9809866547584534	8	1.0
S	C	0.32499566674232483	8	2.0
S	O	0.23234453797340393	8	3.0
S	P	0.22774969041347504	7	4.0
S	L	0.20849181711673737	8	5.0
See also	Notes et références	0.5193496942520142	22	1.0
See also	Références	0.3505024015903473	8	2.0
See also	Bibliographie	0.3062509596347809	8	3.0
See also	Histoire	0.19154232740402222	7	4.0
Sibley分類体系での位置	Sous-espèces	0.9272146224975586	19	1.0
Sibley分類体系での位置	Références	0.0934193879365921	11	2.0
Sibley分類体系での位置	Notes et références	0.07113609462976456	10	3.0
Sibley分類体系での位置	Reproduction	0.05955929309129715	15	4.0
Sibley分類体系での位置	Alimentation	0.05795924738049507	19	5.0
Sibley分類体系上の位置	Sous-espèces	0.8601008057594299	97	1.0
Sibley分類体系上の位置	Bibliographie	0.8060065507888794	30	2.0
Sibley分類体系上の位置	Liens externes	0.7860353589057922	36	3.0
Sibley分類体系上の位置	Notes et références	0.7827295660972595	93	4.0
Sibley分類体系上の位置	Annexes	0.678105890750885	16	5.0
Status	Description	0.13482195138931274	20	1.0
Status	Reproduction	0.12287405878305435	6	2.0
Status	Répartition	0.03296615928411484	14	3.0
T	T	0.9924414157867432	9	1.0
T	C	0.32053765654563904	8	2.0
T	O	0.3062938153743744	8	3.0
